Title,Movie ID,Release Date,Rating,Genre,Synopsis,Language,Movie Link,TV Rating,Appropriateness
Those Moments,1459265,2025-04-03,0,Documentary,A short about the things we do and don't pay attention to in the day-to-day.,en,https://www.themoviedb.org/movie/1459265,N/A,Everyone
Una noche en Paladium,1196848,2025-04-03,0,Documentary,"Paladium. One of the busiest and most fashionable nightclubs in Buenos Aires, where artists, LGBT activists, traditional tangueros, and the newest generation of Argentine rock musicians would all cohabit with freedom and morality. And now?",es,https://www.themoviedb.org/movie/1196848,N/A,Everyone
MAYO,1457835,2025-04-03,0,"Action, Drama","Brin had a past with The Bones Mafia in the 90s, but can he truly get away from that life? His nephew discovered an artifact while cleaning out his attic, a mysterious jar of mayonaise. The Bones Mafia is after this item and returns into Brin’s life. Can they properly defend the artifact?",en,https://www.themoviedb.org/movie/1457835,N/A,Everyone
Menarca,1440783,2025-04-03,0,Documentary,,pt,https://www.themoviedb.org/movie/1440783,N/A,Everyone
Forensics,1456155,2025-04-03,0,,"Forenses (Coroners) interweaves three stories around disappearance and the collective memory in Colombia. The cartography of the country is transformed into a spectral map and the territory and the body merge with the geography. There, the disappeared share the same destiny: to exist, to persist and to resist in the image.",es,https://www.themoviedb.org/movie/1456155,N/A,Everyone
A Minor Inconvenience,1456259,2025-04-03,0,,"In a series of encounters, six women are reminded of their otherness, exposing the insidious and pervasive nature of gendered microaggressions. The subtle sting of being a woman.",en,https://www.themoviedb.org/movie/1456259,N/A,Everyone
Gambler,1461188,2025-04-03,0,"Drama, Crime","Nurik is a simple laborer who works as a mover during the day and drives a taxi in his spare time. In the past, he was addicted to gambling, but thanks to his wife, he managed to quit. One day, his friends start mocking him, and difficult life circumstances push him back to the card table. Playing in secret from his wife, Nurik begins to earn good money, buys an apartment, a car, and it seems like life is finally looking up. However, his luck doesn’t last long, as a professional player from Turkey named Kemal arrives in the city.",kk,https://www.themoviedb.org/movie/1461188,N/A,Everyone
Láska a její příchutě,1056247,2025-04-03,0,Comedy,,cs,https://www.themoviedb.org/movie/1056247,N/A,Everyone
Raya Emas: Salako Sacred Treasure,1453128,2025-04-03,0,"Action, Adventure, Fantasy","Deep in the jungles of Sarawak, an ancient legend of ""Raya Emas"" has been passed down for generations. But as greedy eyes turn toward it, a journey that tests faith and courage is about to unfold.",ms,https://www.themoviedb.org/movie/1453128,N/A,Everyone
Fragmentos,1377801,2025-04-03,0,Documentary,,pt,https://www.themoviedb.org/movie/1377801,N/A,Everyone
THE HEXED,1456146,2025-04-03,10,"Horror, Romance, Mystery",Two witches must confront a fractured past as their estranged sister re-enters their lives and a dark conspiracy threatens their bloodline.,en,https://www.themoviedb.org/movie/1456146,N/A,Everyone
Le dernier Jeu,1459901,2025-04-03,0,"Comedy, Drama",,fr,https://www.themoviedb.org/movie/1459901,N/A,Everyone
Jungle,1212140,2025-04-03,0,Drama,"A flock of flamingos has been flying over Bogota in the past few days. Nobody knows where the birds came from, but it's clear that they are lost. Julian is also lost: he has been working in a call centre for five years, living on autopilot, and feeling completely disconnected from life. A mysterious phone call at work pushes him to disappear without a trace. Jungle follows Julian's last days in Bogota, his interactions with the people who mean something to him, and his final journey towards oblivion.",es,https://www.themoviedb.org/movie/1212140,N/A,Everyone
True Copy,1451091,2025-04-03,0,,"Lorenzo returns home with his wife Ana after a long hospitalization in a clinic. She tries to make everything as it was before, but the past seems fragmented and blurry for him. Little by little we will discover what is the secret that Ana is hiding and what has happened to the real Lorenzo.",es,https://www.themoviedb.org/movie/1451091,N/A,Everyone
Fragments of Us,1405929,2025-04-03,6.5,"Romance, Drama","As Louis prepares to move house; he relives memories of a past relationship, figuring out what went wrong and hopefully finding the key to moving on for good.",en,https://www.themoviedb.org/movie/1405929,N/A,Everyone
A Night in the Mountains I heard a Light Roar,1456181,2025-04-03,0,,"There is nothing beyond the material search for mystery. Mystery exists made matter, and in this case, made light. Two young people meet in the middle of a mountain after dying. It seems that from their urban past there is still the flicker of colors strange to the vegetable as if it attracted them; it made them get caught and merge with luminous presences that emerge from the mountain and call to it, giving notice to a path that is heard when seeing the light.",es,https://www.themoviedb.org/movie/1456181,N/A,Everyone
Chelonoidis Carbonaria,1459235,2025-04-03,0,Comedy,,pt,https://www.themoviedb.org/movie/1459235,N/A,Everyone
MDB,1451094,2025-04-03,0,,"The summer of 2005 in Mar del Plata. The Bikini Open and the Ladies Night give warmth to the season. Pilar spends her afternoons at a high class beach resort with her family, and there she meets Camila. The teenagers live their first love secretly in front of a society that does not accept them.",es,https://www.themoviedb.org/movie/1451094,N/A,Everyone
Make Turkey Great Again,1455581,2025-04-03,0,"Documentary, TV Movie",,ca,https://www.themoviedb.org/movie/1455581,N/A,Everyone
El Amor No Tiembla,1459363,2025-04-03,0,"Documentary, Drama, Romance",,es,https://www.themoviedb.org/movie/1459363,N/A,Everyone
Taghiyev: The Tsar,1454721,2025-04-03,0,"Drama, History","In the autumn of 1888, Baku is preparing for the visit of His Majesty Alexander III. Millionaire and member of the Baku City Duma, Haji Zeynalabdin Taghiyev, is fighting for influence and status in society. The city mayor, Orlovsky, taking advantage of his position, seeks to seize the oil field of Teymurbekov, who has committed suicide. Meanwhile, Ismail, the eldest son of Haji, meets General’s daughter, Nurjahan Arablinskaya, and intends to marry her.",az,https://www.themoviedb.org/movie/1454721,N/A,Everyone
A Graying Lunatic's Song,1453370,2025-04-03,0,"Mystery, Fantasy, Music, Drama, Comedy","An aging musician discovers his youth sweetheart has died. He visits her grave and finds himself stuck in an infinite cemetery, on an endless night. To escape, he would have to give her a piece of eternity.",he,https://www.themoviedb.org/movie/1453370,N/A,Everyone
Planetario,1450762,2025-04-03,0,,"A young girl visits the Planetarium with her father and discovers that, in millions of years, the sun could absorb the Earth and extinguish everything. Since then, she develops an obsession with this omnipresent star, which reminds her every day that everything has an end.",es,https://www.themoviedb.org/movie/1450762,N/A,Everyone
Nicked,1458804,2025-04-03,0,"Drama, Comedy","A man wakes up on a park bench with over a thousand notifications. We dont know what he's done, but we do know, he's Nicked.",en,https://www.themoviedb.org/movie/1458804,N/A,Everyone
The Kennel,1458397,2025-04-03,0,Crime,Two young criminals attempt to pick up money for their boss but their night takes a turn when their debtors refuse to pay.,en,https://www.themoviedb.org/movie/1458397,N/A,Everyone
second 16,1434397,2025-04-03,0,"Horror, Thriller","Trapped inside a house in the middle of a zombie apocalypse, Joel wakes up as the first successful trial from the reversal of being a zombie. Stuck with his few friends, he experiences fragmented memories from the 1 side effect of the antidote: temporary memory loss. Upon this discovery Joel begins to learn more about his dark past and re-experience traumatic events.",en,https://www.themoviedb.org/movie/1434397,N/A,Everyone
"Basilicia, cuando la historia la escriben los que luchan",1458345,2025-04-03,0,Documentary,,es,https://www.themoviedb.org/movie/1458345,N/A,Everyone
Tigrezza,1450565,2025-04-03,0,"Comedy, Romance, Music, Drama",,pt,https://www.themoviedb.org/movie/1450565,N/A,Everyone
Mundurukuyü – The Forest of the Fish Women,1448944,2025-04-03,0,Documentary,"Using the camera as a weapon to defend their ancestral land in Brazil, three women of the Daje Kapap Eypi audiovisual collective lovingly record their Munduruku traditions and their mythology of humans transforming into forest plants and animals.",pt,https://www.themoviedb.org/movie/1448944,N/A,Everyone
Project Fiftyone,1435468,2025-04-03,0,Documentary,"A young Afghan-Kiwi couple journey from New Zealand to Afghanistan to change 51 lives, including their own, in honor of those killed in a terrorist attack in their home town of Christchurch.",en,https://www.themoviedb.org/movie/1435468,N/A,Everyone
Shellter,1460088,2025-04-03,0,Horror,"Johnald is not one to miss a bus. On one fateful night, he does. Johnald is stranded at a bus stop in the middle of nowhere to fend for himself as an intangible plot hatches around him. Embrace the film that will make your mind crack! Shellter will make you cluck until the chickens come home!",en,https://www.themoviedb.org/movie/1460088,N/A,Everyone
Pau D'Arco,1449004,2025-04-03,0,Documentary,,pt,https://www.themoviedb.org/movie/1449004,N/A,Everyone
Reconhecidos,1449001,2025-04-03,0,Documentary,,pt,https://www.themoviedb.org/movie/1449001,N/A,Everyone
Nomad Spirit,1456127,2025-04-03,0,,"In his second feature-length documentary, Raúl Soto Rodríguez follows the steps of a woman who makes her way in the arduous world of co¢ee harvesting. From farm to farm and village to village she will leave her son behind as she navigates the homesickness produced by an itinerant life.",es,https://www.themoviedb.org/movie/1456127,N/A,Everyone
Olive Garden: The Movie,1408985,2025-04-03,0,,An odyssey for the ages.,en,https://www.themoviedb.org/movie/1408985,N/A,Everyone
Georgia,1457483,2025-04-03,0,"Drama, Horror","A tormented actor dives into a solitary ritual to exorcise a character whose lines he cannot memorize. As he confronts his own existential fatigue, who is he really trying to purge? A narrative experiment on emotional rumination and the blurred boundaries between actor, performance, and character.",pt,https://www.themoviedb.org/movie/1457483,N/A,Everyone
Caían del cielo,1451021,2025-04-03,0,Documentary,"Forensic anthropologists use laser technology to search for clandestine graves of the dictatorship in the scrubland. Valeria, the daughter of disappeared people, coordinates the search. Otilia, Mother of Plaza de Mayo, awaits news of the past.",es,https://www.themoviedb.org/movie/1451021,N/A,Everyone
CORO,1444612,2025-04-03,0,,,pt,https://www.themoviedb.org/movie/1444612,N/A,Everyone
Into the Menstrualverse,1424146,2025-04-03,0,,A magical talking vagina helps her trans woman best friend travel back in time in order to acquire a uterus - altering the entire multiverse in the process.,en,https://www.themoviedb.org/movie/1424146,N/A,Everyone
Lan - O Caricaturista,1448960,2025-04-03,0,Documentary,,pt,https://www.themoviedb.org/movie/1448960,N/A,Everyone
Influenced,1458344,2025-04-03,0,Drama,,en,https://www.themoviedb.org/movie/1458344,N/A,Everyone
Kilómetro 126,1442542,2025-04-03,0,,A day in the life of two teenagers as they spend their last time together discovering their hometown.,en,https://www.themoviedb.org/movie/1442542,N/A,Everyone
SERTÃO 2138,1425600,2025-04-03,0,"Science Fiction, Fantasy",,pt,https://www.themoviedb.org/movie/1425600,N/A,Everyone
"Derib, une vie dessinée",1456992,2025-04-03,0,Documentary,,fr,https://www.themoviedb.org/movie/1456992,N/A,Everyone
Master1002 The Battle Of Banana Grove 4K REMASTERED,1455185,2025-04-03,0,"Comedy, Crime, Action",,th,https://www.themoviedb.org/movie/1455185,N/A,Everyone
"I Don’t Want to See the Sun, I Want to See the Sun",1450754,2025-04-03,0,,"Kaia and Camelia believe that rest is a waste of time. Noticing that growing up means sleeping more and more, they wonder: what if they never slept again? To find out, they embark on a sleepless night, defying fatigue as they wait for the sun to rise.",es,https://www.themoviedb.org/movie/1450754,N/A,Everyone
Deal Broken,1436449,2025-04-03,0,,"From AKA Studios comes a rom-com following four roommates in their hilarious search for love before Valentine's Day. Follow the girls as they endure awkward hellos, pine after uninterested men, become victims of recently returned missionaries on the hunt, and fend off freaky first dates. You'll cringe, you'll get triggered, you...probably won't swoon.",en,https://www.themoviedb.org/movie/1436449,N/A,Everyone
Grandmaster-level baddie Sam Campbell being ‘somewhat’ foolish @ Bill Murray comedy club,1458694,2025-04-03,0,"Documentary, Comedy","A pretty unprepared set. Oh well. I made this as a test to show to some men.",en,https://www.themoviedb.org/movie/1458694,N/A,Everyone
I believe in much more than magic,1386790,2025-04-03,0,Fantasy,"Carmen and Alba venture into the forest, searching for magical lights. As they wait, Carmen has a revelation—could this be more dazzling than magic itself?",es,https://www.themoviedb.org/movie/1386790,N/A,Everyone
Bruscky: Um Autorretrato,1448956,2025-04-03,0,Documentary,,pt,https://www.themoviedb.org/movie/1448956,N/A,Everyone
Quando o Brasil Era Moderno,1448964,2025-04-03,0,Documentary,,pt,https://www.themoviedb.org/movie/1448964,N/A,Everyone
Lengua,1356087,2025-04-03,0,Drama,"Recently arrived in the United States, a haunting anxiety troubles Daniel before his first day of school.",es,https://www.themoviedb.org/movie/1356087,N/A,Everyone
Sunblasting,1450783,2025-04-03,0,,"The introduction to a feature film in progress called Punas (continuation of Puna, from 2006, a work made in Jujuy by the same filmmaker). Sunblasting explores the Andean world in connection with the historical and geographical. A framework in which beliefs, rituals and contemporaneity are superimposed.",ay,https://www.themoviedb.org/movie/1450783,N/A,Everyone
Os Ruminantes,1449034,2025-04-03,0,Documentary,,pt,https://www.themoviedb.org/movie/1449034,N/A,Everyone
Art and Francoise’s Auschwitz Home Movie,1001611,2025-04-03,0,Documentary,A record of Maus writer Art Spiegelman’s visit to Auschwitz,en,https://www.themoviedb.org/movie/1001611,N/A,Everyone
Concession Boy,1458717,2025-04-03,0,Drama,Elliot has a secret.,en,https://www.themoviedb.org/movie/1458717,N/A,Everyone
Relatives of the Luminous Valley,1456190,2025-04-03,0,,"A child's play, the gardeners' rest and the company of luminous mountain creatures conjure a strange air of tenderness that soothes the grief.",es,https://www.themoviedb.org/movie/1456190,N/A,Everyone
Before the Body,1450556,2025-04-03,0,Drama,"Ana and her two children live in the anonymity of the suburbs. She cares for the sick to make ends meet. But her youngest daughter requires much more, so much so that it puts the delicate balance of their lives at risk.",es,https://www.themoviedb.org/movie/1450556,N/A,Everyone
"Rua do Pescador, nº6",1448925,2025-04-03,0,Documentary,,pt,https://www.themoviedb.org/movie/1448925,N/A,Everyone
One’s Own Skin,1450746,2025-04-03,0,,"Florencia lies to her daughter, mother, and sister to have a sexual encounter with Agustín, her ex-husband. Her mother’s emergency surgery will expose her lies and Agustín’s disaffection. However, this will allow her to put an end to their marriage for good.",es,https://www.themoviedb.org/movie/1450746,N/A,Mature
Um Olhar Inquieto: o Cinema de Jorge Bodanzky,1448961,2025-04-03,0,Documentary,,pt,https://www.themoviedb.org/movie/1448961,N/A,Everyone
Les Anges,1440590,2025-04-03,0,Drama,,fr,https://www.themoviedb.org/movie/1440590,N/A,Everyone
All you need is love,1461415,2025-04-03,0,Comedy,,es,https://www.themoviedb.org/movie/1461415,N/A,Everyone
Путь еды,1461022,2025-04-03,0,Documentary,,ru,https://www.themoviedb.org/movie/1461022,N/A,Everyone
Atrophy,1452572,2025-04-03,0,,"Inspired by personal experience, this film delves into the mesmerising yet devastating process of a house fire. From the trance-like dance of flames to the encroachment of vibrant mould this film ultimately seeks to find beauty in tragedy.",en,https://www.themoviedb.org/movie/1452572,N/A,Everyone
The Eastern Song Thrush,1451036,2025-04-03,0,,"Joel, a young man of Chinese origin, competes in a singing contest in his neighborhood.",es,https://www.themoviedb.org/movie/1451036,N/A,Everyone
Don’t Look at Me,1450708,2025-04-03,0,,"Five men work on the fourth basement floor of a large company. They share a credo: to go unnoticed, to not stand out, to be forgotten. But one day the balance is broken, because no one can be invisible forever.",es,https://www.themoviedb.org/movie/1450708,N/A,Everyone
Paper Elephant,1452518,2025-04-03,0,,"Our environment shapes our ideas, our dreams, and even our happiness, an unknown emotion without its eternal companions: expectations, pressure, and limitations. But how do we rediscover it? Or more importantly, how do we rediscover ourselves to uncover happiness without its companions? Perhaps it is time to meet the elephant.",es,https://www.themoviedb.org/movie/1452518,N/A,Everyone
Die Schwimmerin,1437206,2025-04-03,0,,,de,https://www.themoviedb.org/movie/1437206,N/A,Everyone
Rhythmic Exercise with Priadi,1431824,2025-04-03,0,"Comedy, Music","We invite you to the world of early 2000s satellite television in Indonesia, with all its nostalgia, charm, along with its hidden flaws.",id,https://www.themoviedb.org/movie/1431824,N/A,Everyone
Stalker,1459004,2025-04-03,0,,"This film follows two friends after a wild night of partying as they rejoice in the great outdoors, about to embark on a sacred ritual of young adulthood—smoking weed for the first time. As they try to embrace the peaceful moment, tensions hidden beneath the surface start to unravel. One of them spirals into paranoia, convinced they’re being stalked. What was meant to be a carefree adventure turns into a chaotic, fear-fueled experience as the line between reality and paranoia becomes increasingly unclear. Through absurd humor and horror, STΛLKER explores how even the most innocent moments can reveal the darker, unspoken anxieties we carry within.",en,https://www.themoviedb.org/movie/1459004,N/A,Everyone
Carlitos in the Dark,1433766,2025-04-03,0,,"A glimpse into the abyss of Carlitos, an 18-year-old consumed by his self-destructive spiral within Barcelona’s gritty gay scene, countered by his puzzling connection with Rita, a woman in her forties.",es,https://www.themoviedb.org/movie/1433766,N/A,Everyone
Outside the Door,1461434,2025-04-03,0,"Drama, History, Thriller","A short film based on the play of the same name by Wolfgang Borchert, Draußen vor der Tür (Outside the Door).",uk,https://www.themoviedb.org/movie/1461434,N/A,Everyone
Spring Lessons,1456177,2025-04-03,0,Documentary,"Under a full sun that turns the wide pastures and woods around a house into an idyllic playground, a boy plays with his father to be a man. In the midst of the greenery, the aggressiveness is heartwarming: the father teaches him boxing and with it, the responsibility and restraint that come with mastering one's own body; the boy listens to rap and caresses chicks. Masculinity and childhood are documented in a contradictory, sweet and incautious nature. Seen in this light, the images of upbringing can convince us: love and virtue are built and transmitted in small lessons.",hu,https://www.themoviedb.org/movie/1456177,N/A,Everyone
Čím si děti ničí zdraví,1461337,2025-04-03,0,Documentary,,cs,https://www.themoviedb.org/movie/1461337,N/A,Everyone
City Tissue Slices,1457186,2025-04-03,0,,A slow burning and impressionistic gaze through a downtown Chicago window.,en,https://www.themoviedb.org/movie/1457186,N/A,Everyone
A Field Guide to Tech Billionaires,1451084,2025-04-03,0,,"Through a series of short vignettes, this short film offers an unusually personal take on the myth of the billionaire genius.",en,https://www.themoviedb.org/movie/1451084,N/A,Everyone
House of Broken Hearts,1260034,2025-04-03,0,"Animation, Romance","18-year-old Anna follows her beating heart into her first romantic relationships, which manifest around her as clingy, alluring and comforting pieces of furniture.",xx,https://www.themoviedb.org/movie/1260034,N/A,Everyone
Cinzas da Floresta,1136980,2025-04-03,0,Documentary,,pt,https://www.themoviedb.org/movie/1136980,N/A,Everyone
Sparks,1455892,2025-04-03,0,,"The power goes out in a shy young girl’s apartment. Disconnected from her phone, she decides to get out of her bed and find some friends. As she wanders her apartment building hallways, she knocks from door to door, progressively growing more and more frustrated in her isolation.",en,https://www.themoviedb.org/movie/1455892,N/A,Everyone
Chilapa Girl,1456186,2025-04-03,0,Documentary,"Sometimes one, orphaned of one's own lungs, feels that one is drowning.  One suddenly remembers the body, breathes again, and begins to laugh. To laugh very hard. To run around the corners of the world breathing and laughing. Yulieth talks to her mother. She dances. She floats on the water. She laughs.",es,https://www.themoviedb.org/movie/1456186,N/A,Everyone
Public Bodies,1451085,2025-04-03,0,Documentary,"An essay on prostitution constructed in two layers: four interviews and the interventions of four contemporary dance choreographers, who explore its formal dimension through movement.",es,https://www.themoviedb.org/movie/1451085,N/A,Everyone
Campana,1450781,2025-04-03,0,,A water hyacinth floats in the Paraná River. It rains.,es,https://www.themoviedb.org/movie/1450781,N/A,Everyone
Xa Están Aquí,1423738,2025-04-03,0,Documentary,As Celtas have already arrive.,gl,https://www.themoviedb.org/movie/1423738,N/A,Everyone
Oratorio,1460367,2025-04-03,0,Drama,"Because of Mirel's unrequited love for Yura, she has not been able to fall in love with someone else for 11 years. Desperate to meet her love, she decides to become a nun. Mirel sings in the choir of the Catholic church, where Yura comes to arrange his wedding.",ru,https://www.themoviedb.org/movie/1460367,N/A,Everyone
Scarred,1459003,2025-04-03,0,,"Surgery isn't a miracle-- it's torture. Do we dare to stare back at the horror of the medical gaze? Or do we keep blaming the disabled body as the classic freak? The violence is deep, yet the record is so easy to hide. The patient must be eternally grateful to be torn apart with such expertise.",en,https://www.themoviedb.org/movie/1459003,N/A,Mature
escapegoat,1458996,2025-04-03,0,,"This experimental short is a haunting portrait of a society in decay. The directorial debut of Noa Sepharia, escapegoat is a non-narrative exploration of abandonment and dehumanization. It is a reflection of her experience in being categorized as mad.",en,https://www.themoviedb.org/movie/1458996,N/A,Everyone
Sukua,1456197,2025-04-03,0,,"When a Kogui child is given a water pistol as a toy, he begins to explore the familiar spaces of his territory with a new look. Sukua fluidly travels through the exterior and interior of his home and some remnants of the community that are manifested around the child's playful sweetness. The strangeness of the toy adds, at the same time, childish tenderness and noisy tension by its contrast with the environment and by the suggested violence that morally affects the father.",es,https://www.themoviedb.org/movie/1456197,N/A,Mature
Mountain Punk Arts,1453668,2025-04-03,0,Documentary,"In rural Appalachia, some punks come together to re-establish a surprisingly familiar sense of community.",en,https://www.themoviedb.org/movie/1453668,N/A,Everyone
Let's Eat,1452539,2025-04-03,0,,"A love letter to family, food, and Armenian culture through a mixed media animated short film.",hy,https://www.themoviedb.org/movie/1452539,N/A,Everyone
Pelopincho,1451083,2025-04-03,0,,"The “pelopincho” pool, an icon of Argentine popular culture, was born in San Carlos Centro, Santa Fe. Fabrizio and Sol, from a generation subsequent to the Benvenutti Brothers, creators of the pool, reconstruct its history and that of their parents through their childhood memories.",es,https://www.themoviedb.org/movie/1451083,N/A,Everyone
If i slept,1446779,2025-04-03,0,,"Ana, caught in an endless insomnia, drifts between her daily life, her sister's incessant sleep, and an enigmatic nocturnal world.",es,https://www.themoviedb.org/movie/1446779,N/A,Everyone
If I Could Fly,1462438,2025-04-03,10,"Action, Animation, Drama, War","If I could fly explores the trauma of a young girl, who fled from war with her sister and mum, leaving behind her dad. In her nightmares, she learns to fly and dreams flying to her father at the front, asking him to come home.",uk,https://www.themoviedb.org/movie/1462438,N/A,Everyone
825 Forest Road,1282980,2025-04-04,5.7,Horror,"After a family tragedy, Chuck Wilson hopes to start a new life in Ashland Falls with his wife Maria and little sister Elizabeth, but he quickly discovers that the town has a dark history of being haunted by a ghostly woman who drives residents to suicide.",en,https://www.themoviedb.org/movie/1282980,N/A,Everyone
Puri for Rent,1450436,2025-04-04,10,"Drama, Romance","Aiko Garcia plays a desperate woman thrust into an unusual job. In desperate need of money after getting fired, Nancy finds herself accepting a job as a young and rich disabled man’s sexual partner. But can she let go of her dignity when the sex leads to love?",tl,https://www.themoviedb.org/movie/1450436,N/A,Mature
Test,1112417,2025-04-04,5.143,"Drama, Thriller","The worlds of three ordinary people converge during a historic cricket match, ultimately forcing them to make life-altering decisions.",ta,https://www.themoviedb.org/movie/1112417,N/A,Everyone
Fog of War,1138621,2025-04-04,5.333,Thriller,"With WWII raging around them, an injured pilot and his fiancée find themselves stranded on a remote estate. As the Allies plan the D-Day Invasion, the couple become aware of a Nazi spy hiding amongst them with stolen documents bound for Germany. Unsure of who to trust, and facing danger around every corner, they must uncover the spy’s identity as the outcome of the war hangs in the balance.",en,https://www.themoviedb.org/movie/1138621,N/A,Everyone
Crazy Texas,1460265,2025-04-04,5,Horror,"Amidst the festive spirit of Christmas in a small Texas town, two sisters find themselves embroiled in a dangerous struggle to safeguard their family wealth and deeply held religious convictions.",en,https://www.themoviedb.org/movie/1460265,N/A,Everyone
Freaky Tales,979660,2025-04-04,8.5,"Adventure, Comedy, Drama","In 1987 Oakland, a mysterious force guides The Town's underdogs in four interconnected tales: teen punks defend their turf against Nazi skinheads, a rap duo battles for hip-hop immortality, a weary henchman gets a shot at redemption, and an NBA All-Star settles the score.",en,https://www.themoviedb.org/movie/979660,N/A,Everyone
The Cavern Crimes,1310871,2025-04-04,0,"Crime, Mystery, Thriller","An intense suspense thriller with an attractive blend of crime and mystery set in the unique historical backdrop of the Atapuerca paleontological site, home of the oldest human remains outside of Africa.",es,https://www.themoviedb.org/movie/1310871,N/A,Everyone
A Nice Indian Boy,1128614,2025-04-04,8,"Romance, Comedy","When Naveen brings his fiancé Jay home to meet his traditional Indian family, they must contend with accepting his white-orphan-artist boyfriend and helping them plan the Indian wedding of their dreams.",en,https://www.themoviedb.org/movie/1128614,N/A,Everyone
The Luckiest Man in America,1288070,2025-04-04,6,"Drama, Thriller","1984; Michael Larson, an unemployed ice-cream truck driver from Ohio, steps onto the game show ""Press Your Luck"" harboring a secret: the key to endless amounts of money. But his winning streak is threatened when the executives in the control room start to uncover his real motivations.",en,https://www.themoviedb.org/movie/1288070,N/A,Everyone
Tunnels: Sun in the Dark,1376879,2025-04-04,8.333,"War, History","In 1967, as the Vietnam War raged, a Vietnamese revolutionary guerrilla team became the U.S. military's top target—charged with safeguarding a secret group of intelligence agents at all costs.",vi,https://www.themoviedb.org/movie/1376879,N/A,Everyone
We Girls,1319738,2025-04-04,5,"Drama, Crime","This story follows a group of women supporting each other and growing together through adversity. Gao Yuexiang, desperate to buy a ¥200,000 cochlear implant for her daughter, takes a reckless risk that lands her in prison. There, she meets Hei Mei, Deng Hong , Hu Ping, and Guo Aimei—women with vastly different personalities but equally unyielding spirits.Though their backgrounds and temperaments clash, they share a defiant attitude of ""clashing head-on with life,"" refusing to bow to fate or accept defeat. Through hardships, they lean on one another, fighting for each other and blooming toward the light despite life’s harshest trials.",zh,https://www.themoviedb.org/movie/1319738,N/A,Everyone
Eric LaRue,996445,2025-04-04,8,Drama,"Janice is struggling; she moves through life as if in a haze, unable to let go of her anger and frustration. While her husband has found refuge at a new church, Janice finds it hard to seek solace in her faith despite her pastor’s pleas to heal her wounds by meeting with the mothers of her son’s victims.",en,https://www.themoviedb.org/movie/996445,N/A,Everyone
Psycho Therapy: The Shallow Tale of a Writer Who Decided to Write about a Serial Killer,681434,2025-04-04,0,"Comedy, Drama","A struggling writer in the midst of a divorce befriends a retired serial killer who incidentally becomes his marriage counselor by day, and killing counselor for his next book by night.",en,https://www.themoviedb.org/movie/681434,N/A,Everyone
Unreachable,1101179,2025-04-04,9.75,Drama,"Three young women live together in an old house in a corner of Tokyo. They are not related by blood, but they have been bound together by a strong bond for 12 years. They care about each other and spend their own ordinary days together. The matter of unrequited love arises for them that they can't tell anyone.",ja,https://www.themoviedb.org/movie/1101179,N/A,Everyone
Deaf,1303613,2025-04-04,0,Drama,"Angela's deafness raises concerns during her pregnancy regarding connecting with her daughter. Post-delivery, partner Héctor supports her as she learns to mother in a society lacking adequate accommodations for the hearing-impaired.",es,https://www.themoviedb.org/movie/1303613,N/A,Everyone
Tomb Guardians,1458947,2025-04-04,0,"Thriller, Adventure","In the 1980s, Hu Bayi, Shirley Yang, and Wang Kaixuan’s close friend, Big Gold Tooth, travels to Wu Gorge in Sichuan to collect antiques. However, upon his return, Tooth mysteriously falls victim to poisoning. To save him, the trio embarks on a journey to Wu Gorge in search of an antidote. But what they don’t expect is to become entangled in a dark murder conspiracy, plunging them into yet another perilous and uncharted adventure.",zh,https://www.themoviedb.org/movie/1458947,N/A,Everyone
Gazer,1215077,2025-04-04,0,"Mystery, Thriller, Horror","Frankie, a young mother with dyschronometria, struggles to perceive time. Using cassette tapes for guidance, she takes a risky job from a mysterious woman to support her family, unaware of the dark consequences that await.",en,https://www.themoviedb.org/movie/1215077,N/A,Everyone
Ed Kemper,1322623,2025-04-04,0,"History, Drama, Horror, Thriller","The horrifying true story of Ed Kemper, a cunning and sadistic serial killer shaped by childhood abuse, whose charm masked his grotesque obsession with murder, mutilation, and the ultimate act of revenge on his mother.",en,https://www.themoviedb.org/movie/1322623,N/A,Mature
The Grove,1254780,2025-04-04,0,"Horror, Thriller, Mystery, Drama","When Terrance, a Black Ops soldier, goes under an experiment to create a better life for him and his fiancée Alice, his homecoming turns tragic when he stops taking medication, descending into feral madness.",en,https://www.themoviedb.org/movie/1254780,N/A,Everyone
Four Mothers,1081196,2025-04-04,8.25,"Comedy, Drama","Edward, a novelist saddled with caring for his elderly mother, finally finds himself on the brink of literary success. With pressure to go on a US book tour mounting, the last thing Edward needs is his friends jetting off to Spain for an impromptu Pride holiday, leaving their mothers on his doorstep! Over a chaotic weekend, he has to juggle his burgeoning career with the care of four eccentric, combative, and wildly different ladies.",en,https://www.themoviedb.org/movie/1081196,N/A,Everyone
Restless,1276019,2025-04-04,9,"Drama, Thriller","A middle-aged empty nester's mundane life is upended when raucous new neighbors move in next door, unleashing potential danger and disruption.",en,https://www.themoviedb.org/movie/1276019,N/A,Everyone
Hook,1353328,2025-04-04,0,Horror,"Driven by a hallucinogenic drug and a thirst for revenge, James Hook murders John Darling and loses his hand to Peter Pan. Eighteen years later, Wendy, now married to Peter, has a daughter, Lily. Lily discovers Hook is her biological father, leading her to a remote birthday retreat. Hook escapes prison and embarks on a killing spree, targeting Lily and her friends at the manor.",en,https://www.themoviedb.org/movie/1353328,N/A,Everyone
